Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
KE-Y-0154,Kenya,TV & Display,LED TV 55 inch,55392.15,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Stock in WH3 Berlin | Africa Direct Trading | VIP margin 25%
UK-Z-0155,United Kingdom,Home Appliances,Electric Fan Tower,40.85,GBP,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Target margin 18% | Pacific Imports Inc
CD-A-0156,Côte d'Ivoire,Wearables,Smart Watch Sport,51476.05,XOF,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Global Sourcing Co | Fulfilled from NL depot
NE-B-0157,Netherlands,Lighting,LED Desk Lamp,25.64,EUR,"Dimmable, USB port, 5 brightness levels",Nordic Wholesale | Fulfilled from NL depot | Bulk discount applies 15%
GE-C-0158,Germany,Wearables,Smart Watch Sport,85.6,EUR,"GPS, heart rate, 5ATM, 7-day battery",Warehouse A-12 | Target margin 18% | Pacific Imports Inc
FR-D-0159,France,Personal Care,Electric Toothbrush,40.63,EUR,"Sonic, 3 modes, 2-week battery",Target margin 18% | Pacific Imports Inc | Fulfilled from NL depot
UK-E-0160,United Kingdom,Wearables,Fitness Tracker Band,22.17,GBP,"Steps, sleep, HR, 14-day battery",Low stock alert | Global Sourcing Co | Bulk discount applies 15%
SA-F-0161,South Africa,Kitchen Appliances,Coffee Maker Drip,765.22,ZAR,"12-cup, programmable, thermal carafe",Promo margin 12% | Stock in WH3 Berlin | EuroTech Suppliers
GH-G-0162,Ghana,Audio,Wireless Bluetooth Earbuds,454.75,GHS,"ANC, 24h battery, IPX5, USB-C",Promo margin 12% | Global Sourcing Co | Fulfilled from NL depot
CA-H-0163,Canada,Computing,Mechanical Keyboard,107.31,CAD,"Cherry MX, RGB, wired, UK layout",Low stock alert | Nordic Wholesale | Margin 22%
CD-I-0164,Côte d'Ivoire,Home Appliances,Air Purifier Compact,58388.26,XOF,"HEPA H13, 3 speeds, 25m² coverage",Pacific Imports Inc | Backorder until 02/15 | VIP margin 25%
UK-J-0165,United Kingdom,Kitchen Appliances,Coffee Maker Drip,29.31,GBP,"12-cup, programmable, thermal carafe",Margin 22% | Warehouse A-12 | Acme Electronics Ltd
FR-K-0166,France,Kitchen Appliances,Coffee Maker Drip,39.72,EUR,"12-cup, programmable, thermal carafe",Low stock alert | Margin 22% | Africa Direct Trading
CA-L-0167,Canada,Computing,Mechanical Keyboard,100.35,CAD,"Cherry MX, RGB, wired, UK layout",VIP margin 25% | Stock in WH3 Berlin | Global Sourcing Co
CD-M-0168,Côte d'Ivoire,Audio,Bluetooth Speaker,28597.3,XOF,"20W, waterproof IPX7, 15h playback",Africa Direct Trading | Warehouse A-12 | Promo margin 12%
NI-N-0169,Nigeria,TV & Display,LED TV 55 inch,677248.48,NGN,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Global Sourcing Co | Low stock alert | Margin 22%
SA-O-0170,South Africa,Audio,Wireless Bluetooth Earbuds,626.71,ZAR,"ANC, 24h battery, IPX5, USB-C",Pacific Imports Inc | Stock in WH3 Berlin | Promo margin 12%
GH-P-0171,Ghana,Wearables,Fitness Tracker Band,362.27,GHS,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | Target margin 18% | Fulfilled from NL depot
KE-Q-0172,Kenya,Audio,Bluetooth Speaker,6972.87,KES,"20W, waterproof IPX7, 15h playback",Low stock alert | Acme Electronics Ltd | VIP margin 25%
FR-R-0173,France,Wearables,Fitness Tracker Band,25.73,EUR,"Steps, sleep, HR, 14-day battery",Acme Electronics Ltd | VIP margin 25% | Backorder until 02/15
CD-S-0174,Côte d'Ivoire,Home Appliances,Air Purifier Compact,64177.22,XOF,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | EuroTech Suppliers | Fulfilled from NL depot
SA-T-0175,South Africa,Personal Care,Electric Toothbrush,805.73,ZAR,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | Global Sourcing Co | Target margin 18%
GH-U-0176,Ghana,Wearables,Fitness Tracker Band,366.59,GHS,"Steps, sleep, HR, 14-day battery",Margin 22% | Pacific Imports Inc | Low stock alert
NI-V-0177,Nigeria,Audio,Wireless Bluetooth Earbuds,57419.54,NGN,"ANC, 24h battery, IPX5, USB-C",Pacific Imports Inc | VIP margin 25% | Stock in WH3 Berlin
FR-W-0178,France,Wearables,Smart Watch Sport,89.96,EUR,"GPS, heart rate, 5ATM, 7-day battery",Fulfilled from NL depot | Pacific Imports Inc | Bulk discount applies 15%
GH-X-0179,Ghana,Personal Care,Electric Toothbrush,541.74,GHS,"Sonic, 3 modes, 2-week battery",Pacific Imports Inc | Target margin 18% | Warehouse A-12
NE-Y-0180,Netherlands,Computing,"Tablet 10""",195.7,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | Acme Electronics Ltd | Target margin 18%
GE-Z-0181,Germany,Personal Care,Electric Toothbrush,37.02,EUR,"Sonic, 3 modes, 2-week battery",Promo margin 12% | Acme Electronics Ltd | Low stock alert
FR-A-0182,France,Audio,Wireless Bluetooth Earbuds,31.36,EUR,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | Global Sourcing Co | Bulk discount applies 15%
GH-B-0183,Ghana,Wearables,Smart Watch Sport,1106.27,GHS,"GPS, heart rate, 5ATM, 7-day battery",Nordic Wholesale | Backorder until 02/15 | Promo margin 12%
US-C-0184,United States,TV & Display,LED TV 55 inch,459.63,USD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Africa Direct Trading | Stock in WH3 Berlin | VIP margin 25%
FR-D-0185,France,Kitchen Appliances,Coffee Maker Drip,33.77,EUR,"12-cup, programmable, thermal carafe",Pacific Imports Inc | Backorder until 02/15 | Target margin 18%
FR-E-0186,France,Solar & Power,Solar Inverter TS-9000-X,1195.31,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | VIP margin 25% | Stock in WH3 Berlin
GE-F-0187,Germany,Wearables,Smart Watch Sport,92.51,EUR,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Margin 22% | Stock in WH3 Berlin
SA-G-0188,South Africa,Audio,Bluetooth Speaker,860.08,ZAR,"20W, waterproof IPX7, 15h playback",Acme Electronics Ltd | Fulfilled from NL depot | Target margin 18%
UK-H-0189,United Kingdom,Kitchen Appliances,Smart Kettle Pro,39.43,GBP,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Warehouse A-12 | Global Sourcing Co
FR-I-0190,France,Personal Care,Electric Toothbrush,39.33,EUR,"Sonic, 3 modes, 2-week battery",VIP margin 25% | Global Sourcing Co | Warehouse A-12
CA-J-0191,Canada,Kitchen Appliances,Coffee Maker Drip,54.38,CAD,"12-cup, programmable, thermal carafe",Stock in WH3 Berlin | Acme Electronics Ltd | Margin 22%
GH-K-0192,Ghana,Kitchen Appliances,Smart Kettle Pro,616.69,GHS,"1.7L, 3000W, boil-dry protection, LED display",Stock in WH3 Berlin | Africa Direct Trading | Promo margin 12%
GH-L-0193,Ghana,Wearables,Fitness Tracker Band,377.82,GHS,"Steps, sleep, HR, 14-day battery",Margin 22% | Acme Electronics Ltd | Backorder until 02/15
GE-M-0194,Germany,Computing,"Tablet 10""",184.06,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",VIP margin 25% | Africa Direct Trading | Low stock alert
KE-N-0195,Kenya,Wearables,Smart Watch Sport,11029.9,KES,"GPS, heart rate, 5ATM, 7-day battery",Global Sourcing Co | VIP margin 25% | Stock in WH3 Berlin
NI-O-0196,Nigeria,Computing,Webcam HD Pro,85812.78,NGN,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Pacific Imports Inc | VIP margin 25%
UK-P-0197,United Kingdom,Home Appliances,Air Purifier Compact,76.06,GBP,"HEPA H13, 3 speeds, 25m² coverage",Pacific Imports Inc | Promo margin 12% | Backorder until 02/15
KE-Q-0198,Kenya,Computing,Webcam HD Pro,6733.97,KES,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | VIP margin 25% | Acme Electronics Ltd
NI-R-0199,Nigeria,Computing,Webcam HD Pro,86477.89,NGN,"1080p 60fps, built-in mic, auto-focus",Promo margin 12% | Warehouse A-12 | Africa Direct Trading
CD-S-0200,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,21668.14,XOF,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Promo margin 12% | Africa Direct Trading
US-T-0201,United States,Lighting,LED Desk Lamp,29.13,USD,"Dimmable, USB port, 5 brightness levels",Margin 22% | Low stock alert | EuroTech Suppliers
SA-U-0202,South Africa,Home Appliances,Electric Fan Tower,944.26,ZAR,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Stock in WH3 Berlin | VIP margin 25%
SA-V-0203,South Africa,Kitchen Appliances,Smart Kettle Pro,866.44,ZAR,"1.7L, 3000W, boil-dry protection, LED display",Stock in WH3 Berlin | Bulk discount applies 15% | Pacific Imports Inc
NI-W-0204,Nigeria,Audio,Bluetooth Speaker,76553.42,NGN,"20W, waterproof IPX7, 15h playback",Promo margin 12% | Global Sourcing Co | Warehouse A-12
CA-X-0205,Canada,Wearables,Fitness Tracker Band,37.69,CAD,"Steps, sleep, HR, 14-day battery",Promo margin 12% | Backorder until 02/15 | Pacific Imports Inc
CA-Y-0206,Canada,Wearables,Smart Watch Sport,137.9,CAD,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Nordic Wholesale | Fulfilled from NL depot
GE-Z-0207,Germany,Computing,Webcam HD Pro,55.95,EUR,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Promo margin 12% | Nordic Wholesale
NE-A-0208,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1049.9,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | EuroTech Suppliers | Warehouse A-12
FR-B-0209,France,Computing,Mechanical Keyboard,75.22,EUR,"Cherry MX, RGB, wired, UK layout",EuroTech Suppliers | Low stock alert | Margin 22%
FR-C-0210,France,Kitchen Appliances,Smart Kettle Pro,41.58,EUR,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Global Sourcing Co | Warehouse A-12
UK-D-0211,United Kingdom,TV & Display,LED TV 55 inch,344.88,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Acme Electronics Ltd | Low stock alert
SA-E-0212,South Africa,Lighting,LED Desk Lamp,561.82,ZAR,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | Bulk discount applies 15% | Pacific Imports Inc
CD-F-0213,Côte d'Ivoire,Personal Care,Electric Toothbrush,24975.07,XOF,"Sonic, 3 modes, 2-week battery",Target margin 18% | Stock in WH3 Berlin | Africa Direct Trading
US-G-0214,United States,Computing,"Tablet 10""",210.58,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | Bulk discount applies 15% | Global Sourcing Co
CA-H-0215,Canada,Personal Care,Electric Toothbrush,54.99,CAD,"Sonic, 3 modes, 2-week battery",Target margin 18% | Global Sourcing Co | Stock in WH3 Berlin
GH-I-0216,Ghana,Lighting,LED Desk Lamp,358.25,GHS,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Margin 22% | Backorder until 02/15
CD-J-0217,Côte d'Ivoire,Wearables,Smart Watch Sport,59686.01,XOF,"GPS, heart rate, 5ATM, 7-day battery",Fulfilled from NL depot | Bulk discount applies 15% | Pacific Imports Inc
FR-K-0218,France,Lighting,LED Desk Lamp,26.58,EUR,"Dimmable, USB port, 5 brightness levels",Promo margin 12% | EuroTech Suppliers | Low stock alert
FR-L-0219,France,Wearables,Fitness Tracker Band,27.57,EUR,"Steps, sleep, HR, 14-day battery",Bulk discount applies 15% | Africa Direct Trading | Warehouse A-12
KE-M-0220,Kenya,Kitchen Appliances,Smart Kettle Pro,5946.37,KES,"1.7L, 3000W, boil-dry protection, LED display",Acme Electronics Ltd | Fulfilled from NL depot | VIP margin 25%
KE-N-0221,Kenya,Audio,Wireless Bluetooth Earbuds,4828.42,KES,"ANC, 24h battery, IPX5, USB-C",Acme Electronics Ltd | Fulfilled from NL depot | Promo margin 12%
KE-O-0222,Kenya,Power & Batteries,Portable Power Bank 20K,3282.45,KES,"20000mAh, dual USB, 18W PD",Fulfilled from NL depot | EuroTech Suppliers | Bulk discount applies 15%
US-P-0223,United States,Kitchen Appliances,Coffee Maker Drip,40.52,USD,"12-cup, programmable, thermal carafe",Nordic Wholesale | Fulfilled from NL depot | Margin 22%
SA-Q-0224,South Africa,Computing,Webcam HD Pro,1113.25,ZAR,"1080p 60fps, built-in mic, auto-focus",Low stock alert | Africa Direct Trading | Margin 22%
CD-R-0225,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,705499.27,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Warehouse A-12 | Margin 22% | Africa Direct Trading
CD-S-0226,Côte d'Ivoire,Kitchen Appliances,Smart Kettle Pro,26833.57,XOF,"1.7L, 3000W, boil-dry protection, LED display",Africa Direct Trading | Low stock alert | Margin 22%
GE-T-0227,Germany,Kitchen Appliances,Smart Kettle Pro,45.03,EUR,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Stock in WH3 Berlin | Acme Electronics Ltd
UK-U-0228,United Kingdom,Wearables,Fitness Tracker Band,22.01,GBP,"Steps, sleep, HR, 14-day battery",VIP margin 25% | Backorder until 02/15 | EuroTech Suppliers
KE-V-0229,Kenya,TV & Display,LED TV 55 inch,59778.11,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Pacific Imports Inc | Target margin 18% | Stock in WH3 Berlin
NI-W-0230,Nigeria,Kitchen Appliances,Smart Kettle Pro,79378.19,NGN,"1.7L, 3000W, boil-dry protection, LED display",VIP margin 25% | Low stock alert | EuroTech Suppliers
CA-X-0231,Canada,Solar & Power,Solar Inverter TS-9000-X,1569.79,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | Warehouse A-12 | Margin 22%
SA-Y-0232,South Africa,Audio,Bluetooth Speaker,852.04,ZAR,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Stock in WH3 Berlin | VIP margin 25%
GH-Z-0233,Ghana,Computing,"Tablet 10""",2601.57,GHS,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Bulk discount applies 15% | Africa Direct Trading | Backorder until 02/15
GE-A-0234,Germany,Audio,Wireless Bluetooth Earbuds,32.67,EUR,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | EuroTech Suppliers | Low stock alert
KE-B-0235,Kenya,Wearables,Smart Watch Sport,12777.98,KES,"GPS, heart rate, 5ATM, 7-day battery",Stock in WH3 Berlin | Promo margin 12% | Acme Electronics Ltd
SA-C-0236,South Africa,Kitchen Appliances,Smart Kettle Pro,855.54,ZAR,"1.7L, 3000W, boil-dry protection, LED display",Fulfilled from NL depot | VIP margin 25% | Pacific Imports Inc
UK-D-0237,United Kingdom,TV & Display,LED TV 55 inch,404.09,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Acme Electronics Ltd | Bulk discount applies 15% | Low stock alert
UK-E-0238,United Kingdom,Computing,Webcam HD Pro,45.76,GBP,"1080p 60fps, built-in mic, auto-focus",Low stock alert | Global Sourcing Co | Bulk discount applies 15%
CD-F-0239,Côte d'Ivoire,Home Appliances,Air Purifier Compact,55572.43,XOF,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | Global Sourcing Co | VIP margin 25%
GE-G-0240,Germany,Audio,Bluetooth Speaker,43.81,EUR,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Stock in WH3 Berlin | EuroTech Suppliers
CD-H-0241,Côte d'Ivoire,Wearables,Fitness Tracker Band,17640.86,XOF,"Steps, sleep, HR, 14-day battery",Global Sourcing Co | Warehouse A-12 | Target margin 18%
FR-I-0242,France,Audio,Bluetooth Speaker,48.62,EUR,"20W, waterproof IPX7, 15h playback",Promo margin 12% | Global Sourcing Co | Low stock alert
NE-J-0243,Netherlands,Lighting,LED Desk Lamp,26.14,EUR,"Dimmable, USB port, 5 brightness levels",EuroTech Suppliers | Backorder until 02/15 | Target margin 18%
FR-K-0244,France,Power & Batteries,Portable Power Bank 20K,22.53,EUR,"20000mAh, dual USB, 18W PD",Low stock alert | Target margin 18% | Global Sourcing Co
CD-L-0245,Côte d'Ivoire,Wearables,Fitness Tracker Band,19531.48,XOF,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Pacific Imports Inc | Promo margin 12%
CD-M-0246,Côte d'Ivoire,Home Appliances,Air Purifier Compact,64856.76,XOF,"HEPA H13, 3 speeds, 25m² coverage",Margin 22% | Fulfilled from NL depot | Africa Direct Trading
KE-N-0247,Kenya,Audio,Wireless Bluetooth Earbuds,4413.16,KES,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Target margin 18% | Africa Direct Trading
GE-O-0248,Germany,Lighting,LED Desk Lamp,28.65,EUR,"Dimmable, USB port, 5 brightness levels",Fulfilled from NL depot | Promo margin 12% | Africa Direct Trading
FR-P-0249,France,Home Appliances,Electric Fan Tower,52.87,EUR,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | Low stock alert | Global Sourcing Co
FR-Q-0250,France,TV & Display,LED TV 55 inch,443.48,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Acme Electronics Ltd | Margin 22% | Backorder until 02/15
UK-R-0251,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,1087.62,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Stock in WH3 Berlin | Acme Electronics Ltd | Target margin 18%
SA-S-0252,South Africa,Power & Batteries,Portable Power Bank 20K,479.45,ZAR,"20000mAh, dual USB, 18W PD",Stock in WH3 Berlin | Promo margin 12% | EuroTech Suppliers
CD-T-0253,Côte d'Ivoire,Kitchen Appliances,Coffee Maker Drip,25621.07,XOF,"12-cup, programmable, thermal carafe",Low stock alert | VIP margin 25% | Nordic Wholesale
NE-U-0254,Netherlands,Wearables,Fitness Tracker Band,25.9,EUR,"Steps, sleep, HR, 14-day battery",EuroTech Suppliers | Bulk discount applies 15% | Fulfilled from NL depot
NI-V-0255,Nigeria,Kitchen Appliances,Smart Kettle Pro,80002.36,NGN,"1.7L, 3000W, boil-dry protection, LED display",Africa Direct Trading | Margin 22% | Warehouse A-12
CA-W-0256,Canada,Wearables,Fitness Tracker Band,38.83,CAD,"Steps, sleep, HR, 14-day battery",EuroTech Suppliers | Bulk discount applies 15% | Fulfilled from NL depot
UK-X-0257,United Kingdom,Wearables,Fitness Tracker Band,26.32,GBP,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | VIP margin 25% | Nordic Wholesale
KE-Y-0258,Kenya,Kitchen Appliances,Smart Kettle Pro,5785.31,KES,"1.7L, 3000W, boil-dry protection, LED display",Acme Electronics Ltd | Target margin 18% | Low stock alert
SA-Z-0259,South Africa,Personal Care,Electric Toothbrush,762.32,ZAR,"Sonic, 3 modes, 2-week battery",Fulfilled from NL depot | Bulk discount applies 15% | EuroTech Suppliers
GE-A-0260,Germany,Power & Batteries,Portable Power Bank 20K,22.5,EUR,"20000mAh, dual USB, 18W PD",Margin 22% | Global Sourcing Co | Stock in WH3 Berlin
GE-B-0261,Germany,Wearables,Smart Watch Sport,87.46,EUR,"GPS, heart rate, 5ATM, 7-day battery",Global Sourcing Co | Low stock alert | Target margin 18%
NI-C-0262,Nigeria,Audio,Bluetooth Speaker,79676.57,NGN,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Backorder until 02/15 | Africa Direct Trading
CD-D-0263,Côte d'Ivoire,Lighting,LED Desk Lamp,16128.44,XOF,"Dimmable, USB port, 5 brightness levels",Bulk discount applies 15% | Warehouse A-12 | Pacific Imports Inc
FR-E-0264,France,Audio,Wireless Bluetooth Earbuds,35.55,EUR,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Global Sourcing Co | Warehouse A-12
KE-F-0265,Kenya,Audio,Wireless Bluetooth Earbuds,5117.9,KES,"ANC, 24h battery, IPX5, USB-C",Backorder until 02/15 | Promo margin 12% | Acme Electronics Ltd
SA-G-0266,South Africa,Solar & Power,Solar Inverter TS-9000-X,21102.38,ZAR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Acme Electronics Ltd | Backorder until 02/15 | Target margin 18%
CD-H-0267,Côte d'Ivoire,Computing,Webcam HD Pro,37888.19,XOF,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | Nordic Wholesale | VIP margin 25%
NI-I-0268,Nigeria,Kitchen Appliances,Coffee Maker Drip,58082.84,NGN,"12-cup, programmable, thermal carafe",Africa Direct Trading | Target margin 18% | Low stock alert
CD-J-0269,Côte d'Ivoire,Computing,"Tablet 10""",122629.26,XOF,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Low stock alert | Bulk discount applies 15% | Global Sourcing Co
NI-K-0270,Nigeria,Home Appliances,Electric Fan Tower,84586.94,NGN,"Oscillating, 3 speeds, remote, timer",Pacific Imports Inc | Fulfilled from NL depot | Target margin 18%
SA-L-0271,South Africa,Computing,Mechanical Keyboard,1335.16,ZAR,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Global Sourcing Co | Backorder until 02/15
SA-M-0272,South Africa,Kitchen Appliances,Coffee Maker Drip,694.51,ZAR,"12-cup, programmable, thermal carafe",Backorder until 02/15 | Promo margin 12% | Pacific Imports Inc
UK-N-0273,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,1019.72,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | Warehouse A-12 | VIP margin 25%
UK-O-0274,United Kingdom,Kitchen Appliances,Smart Kettle Pro,34.41,GBP,"1.7L, 3000W, boil-dry protection, LED display",Margin 22% | Low stock alert | EuroTech Suppliers
KE-P-0275,Kenya,Personal Care,Electric Toothbrush,6005.53,KES,"Sonic, 3 modes, 2-week battery",Low stock alert | Bulk discount applies 15% | Global Sourcing Co
